target_var,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0,31.5,0,0,,pink,25.0,2,sigma,103.52606670587916
0,73.5,0,0,,pink,18.0,2,sigma,34.46656368161911
1,23.0,1,0,,blue,18.0,2,sigma,31.121890526048944
1,23.0,1,0,,blue,34.0,2,sigma,160.98892599077064
0,26.0,0,0,,pink,54.0,2,sigma,101.82624817951833
1,32.5,2,0,,pink,8.0,2,sigma,224.6224130918112
0,32.5,1,1,,pink,42.0,2,sigma,110.03179206058209
1,32.5,1,1,,blue,34.0,2,sigma,79.45499698373156
1,13.8583,0,1,,blue,27.0,2,gamma,151.19748389601
1,13.8583,0,1,,blue,30.0,2,gamma,148.57558722682276
0,13.0,0,0,,pink,23.0,2,sigma,113.4481302543409
0,13.0,0,0,,pink,21.0,2,sigma,68.80267767442439
0,13.0,0,0,,pink,18.0,2,sigma,78.59981570792466
0,26.0,0,1,,pink,40.0,2,sigma,151.95440659637262
1,26.0,0,1,,blue,29.0,2,sigma,114.03909847513269
0,10.5,0,0,,pink,18.0,2,sigma,71.86128930236927
0,13.0,0,0,,pink,36.0,2,sigma,44.10446798397398
0,0.0,0,0,,pink,,2,sigma,155.61520419297818
0,13.0,0,0,,blue,38.0,2,sigma,84.9503087686148
0,26.0,0,0,,pink,35.0,2,sigma,-41.812179640329674
0,21.0,0,1,,pink,38.0,2,sigma,6.085371570152688
0,21.0,0,1,,pink,34.0,2,sigma,164.29055616298356
1,13.0,0,0,,blue,34.0,2,sigma,35.957624891914946
0,26.0,0,0,,pink,16.0,2,sigma,78.69516410500212
0,10.5,0,0,,pink,26.0,2,sigma,147.25098307941363
0,10.5,0,0,,pink,47.0,2,sigma,125.68269303681801
0,11.5,0,1,,pink,21.0,2,sigma,92.05066080614982
0,11.5,0,1,,pink,21.0,2,sigma,163.7205894088596
0,13.5,0,0,,pink,24.0,2,sigma,158.96463934530234
0,13.0,0,0,,pink,24.0,2,sigma,132.51469353490882
0,13.0,0,0,,pink,34.0,2,sigma,151.8026837853019
0,13.0,0,0,,pink,30.0,2,sigma,123.9565542497073
0,13.0,0,0,,pink,52.0,2,sigma,95.34488007435951
0,13.0,0,0,,pink,30.0,2,sigma,148.38400623503878
1,14.5,1,1,,pink,0.6667,2,sigma,66.94065525636712
1,14.5,2,0,,blue,24.0,2,sigma,153.8427013392114
0,13.0,0,0,,pink,44.0,2,sigma,192.52041682602382
1,33.0,1,0,,blue,6.0,2,sigma,134.53710206422045
0,33.0,1,0,,pink,28.0,2,sigma,75.56689302949545
1,10.5,0,0,,pink,62.0,2,sigma,59.71605528687822
0,10.5,0,0,,pink,30.0,2,sigma,131.66299993961977
1,26.25,2,0,,blue,7.0,2,sigma,150.23410998363894
0,26.25,1,1,,pink,43.0,2,sigma,111.82141271124728
1,26.25,1,1,,blue,45.0,2,sigma,138.86745604293182
1,65.0,2,1,,blue,24.0,2,sigma,85.96832933811793
1,65.0,2,1,,blue,24.0,2,sigma,87.64176832228469
0,65.0,2,1,,pink,49.0,2,sigma,-13.900314741330291
1,65.0,2,1,,blue,48.0,2,sigma,105.99014101097231
1,16.0,0,0,,blue,55.0,2,sigma,125.1450160753923
0,73.5,0,2,,pink,24.0,2,sigma,93.53603149690208
0,73.5,0,2,,pink,32.0,2,sigma,113.24122033467705
0,73.5,0,2,,pink,21.0,2,sigma,120.46814824479874
0,13.0,1,1,,blue,18.0,2,sigma,133.87938101499037
1,23.0,1,2,,blue,20.0,2,sigma,57.09446835686076
0,11.5,1,2,,pink,23.0,2,sigma,69.62656780337805
0,13.0,0,0,,pink,36.0,2,sigma,80.28428204935092
1,23.0,3,1,,blue,54.0,2,sigma,194.74653405561287
0,13.0,0,0,,pink,50.0,2,sigma,120.02510108525745
0,26.0,0,1,,pink,44.0,2,sigma,9.007480486252675
1,26.0,0,1,,blue,29.0,2,sigma,152.35869280274517
0,73.5,0,0,,pink,21.0,2,sigma,37.37290592780098
1,13.0,0,0,,pink,42.0,2,sigma,38.99101002709505
0,26.0,0,1,,pink,63.0,2,sigma,110.65155684842408
0,26.0,0,1,,blue,60.0,2,sigma,44.603885101390425
0,12.275,0,0,,pink,33.0,2,sigma,-53.41552719584749
1,10.5,0,0,,blue,17.0,2,sigma,148.7889465866911
0,27.0,0,1,,pink,42.0,2,sigma,129.23755861216424
1,27.0,1,2,,blue,24.0,2,sigma,50.7828161164214
0,15.0,0,0,,pink,47.0,2,sigma,93.94489892843495
0,31.5,0,2,,pink,24.0,2,sigma,91.67770825889487
0,31.5,0,2,,pink,22.0,2,sigma,57.74427440289766
0,10.5,0,0,,pink,32.0,2,sigma,117.72632794223392
1,13.7917,0,0,descrates,blue,23.0,2,gamma,140.7274549389207
0,26.0,0,1,,pink,34.0,2,sigma,198.3576211030255
1,26.0,0,1,,blue,24.0,2,sigma,75.50088124500257
0,21.0,0,0,,blue,22.0,2,sigma,20.577181087485798
1,12.35,0,0,euler-112,blue,,2,qoph,153.81023929577867
0,12.35,0,0,,pink,35.0,2,qoph,40.60120247334456
1,13.5,0,0,,blue,45.0,2,sigma,181.10126355088107
0,12.35,0,0,,pink,57.0,2,qoph,76.11579264603432
0,0.0,0,0,,pink,,2,sigma,55.98756052272765
0,10.5,0,0,,pink,31.0,2,sigma,124.23128247936911
0,26.0,1,1,,blue,26.0,2,sigma,72.49532762203012
0,26.0,1,1,,pink,30.0,2,sigma,176.2281089985237
0,10.7083,0,0,,pink,,2,qoph,27.20996568898842
1,41.5792,2,1,,blue,1.0,2,gamma,122.12336525492502
1,41.5792,2,1,,blue,3.0,2,gamma,91.65325816777407
0,41.5792,2,1,,pink,25.0,2,gamma,94.21991454493269
1,41.5792,2,1,,blue,22.0,2,gamma,-6.346848920420342
1,12.0,0,0,,blue,17.0,2,gamma,65.44119761823944
1,33.0,0,0,,blue,,2,sigma,116.47173034567771
1,10.5,0,0,fermat-44,blue,34.0,2,sigma,28.126878659395004
0,12.875,0,0,descrates,pink,36.0,2,gamma,128.30107322307586
0,10.5,0,0,,pink,24.0,2,sigma,71.22918041629057
0,12.35,0,0,,pink,61.0,2,qoph,53.29274465718496
0,26.0,0,1,,pink,50.0,2,sigma,127.07157553405716
1,26.0,0,1,,blue,42.0,2,sigma,155.35201384351438
0,10.5,0,0,euler-88,blue,57.0,2,sigma,92.98925012667684
0,15.0458,0,0,descrates,pink,,2,gamma,147.32755495667848
1,37.0042,2,0,,pink,1.0,2,gamma,86.4441660374265
0,37.0042,1,1,,pink,31.0,2,gamma,55.923500513275286
1,37.0042,1,1,,blue,24.0,2,gamma,194.59787884245185
0,15.5792,0,0,,pink,,2,gamma,127.61276092771465
0,13.0,0,0,,pink,30.0,2,sigma,42.70400784527434
0,16.0,0,0,,pink,40.0,2,sigma,20.301380134032044
0,13.5,0,0,,pink,32.0,2,sigma,97.455356193969
0,13.0,0,0,,pink,30.0,2,sigma,100.91317547082117
0,26.0,0,0,,pink,46.0,2,sigma,114.05183218608377
1,19.5,1,0,,blue,13.0,2,sigma,42.725378510629064
1,19.5,1,0,,blue,41.0,2,sigma,88.60147175068103
1,10.5,0,0,,pink,19.0,2,sigma,156.20052590761975
0,13.0,0,0,,pink,39.0,2,sigma,36.51864085736275
0,13.0,0,0,,pink,48.0,2,sigma,218.17988028867398
0,10.5,0,0,,pink,70.0,2,sigma,44.30313453411142
0,13.0,0,0,,pink,27.0,2,sigma,40.56636467012053
0,14.0,0,0,,pink,54.0,2,sigma,55.44909403502239
0,26.0,0,0,,pink,39.0,2,sigma,81.98661593303126
0,10.5,0,0,,pink,16.0,2,sigma,190.74846084208565
0,9.6875,0,0,,pink,62.0,2,qoph,69.73219983929945
0,30.0708,0,1,,pink,32.5,2,gamma,93.92753363232433
1,30.0708,0,1,,blue,14.0,2,gamma,113.89652167983135
1,26.0,1,1,fermat-13,pink,2.0,2,sigma,124.85442399620958
1,26.0,1,1,fermat-13,pink,3.0,2,sigma,62.67215492986347
0,26.0,2,0,fermat-13,pink,36.5,2,sigma,13.150524629025966
0,13.0,0,0,fermat-13,pink,26.0,2,sigma,37.91601825480886
0,36.75,1,1,,pink,19.0,2,sigma,22.065458841602634
0,13.5,0,0,,pink,28.0,2,sigma,80.56647607167261
1,13.8625,0,0,descrates-49,pink,20.0,2,gamma,89.5469991699778
1,10.5,0,0,fermat-44,blue,29.0,2,sigma,116.78361038503608
0,13.0,0,0,,pink,39.0,2,sigma,107.29112806630282
1,10.5,0,0,,pink,22.0,2,sigma,166.42305925679915
1,13.8625,0,0,,pink,,2,gamma,121.13534210868802
0,10.5,0,0,,pink,23.0,2,sigma,73.32274798824623
1,13.8583,0,0,,pink,29.0,2,gamma,118.08105302621546
0,10.5,0,0,,pink,28.0,2,sigma,32.318792657137465
0,0.0,0,0,,pink,,2,sigma,118.60384237097342
1,26.0,1,0,,blue,50.0,2,sigma,86.75071911962382
0,10.5,0,0,,pink,19.0,2,sigma,23.597878729924744
0,15.05,0,0,,pink,,2,gamma,104.02939256820898
0,13.0,0,0,,pink,41.0,2,sigma,116.3103917387267
1,21.0,1,0,,blue,21.0,2,sigma,81.83948385463641
1,26.0,0,0,,blue,19.0,2,sigma,65.61654548876518
0,21.0,1,0,,pink,43.0,2,sigma,140.12099014523665
1,13.0,0,0,,blue,32.0,2,sigma,117.8380877152447
0,13.0,0,0,,pink,34.0,2,sigma,38.621299764296936
1,12.7375,0,0,,pink,30.0,2,gamma,79.76420443585027
0,15.0333,0,0,,pink,27.0,2,gamma,142.21404204376867
1,26.0,1,1,,blue,2.0,2,sigma,106.12307360410574
1,26.0,1,1,,blue,8.0,2,sigma,43.758919947984865
1,26.0,2,0,,blue,33.0,2,sigma,132.71144490814606
0,10.5,0,0,,pink,36.0,2,sigma,48.826512063943476
0,21.0,0,1,,pink,34.0,2,sigma,186.7570704420739
1,21.0,0,3,,blue,30.0,2,sigma,145.85337799599156
1,13.0,0,0,,blue,28.0,2,sigma,112.75551472590165
0,15.0458,0,0,,pink,23.0,2,gamma,143.3745756220014
1,18.75,1,1,,pink,0.8333,2,sigma,175.8853197883513
1,18.75,1,1,,pink,3.0,2,sigma,202.02939423218322
1,18.75,3,2,,blue,24.0,2,sigma,22.073626692413356
1,10.5,0,0,,blue,50.0,2,sigma,91.92742133314651
0,10.5,0,0,,pink,19.0,2,sigma,82.91366492426106
1,10.5,0,0,,blue,21.0,2,sigma,58.61124045346495
0,13.0,0,0,,pink,26.0,2,sigma,74.26310573715386
0,13.0,0,0,,pink,25.0,2,sigma,40.604543464493716
0,26.0,0,0,,pink,27.0,2,sigma,156.10590643454705
1,26.0,1,0,,blue,25.0,2,sigma,140.8701965967135
1,13.0,2,0,,blue,18.0,2,sigma,13.024029408117599
1,36.75,0,0,,blue,20.0,2,sigma,68.54696366382325
1,13.0,0,0,,blue,30.0,2,sigma,55.99657066399826
0,13.5,0,0,,pink,59.0,2,sigma,87.8139103585676
1,12.35,0,0,,blue,30.0,2,qoph,137.84029815413203
0,10.5,0,0,,pink,35.0,2,sigma,49.58104766340148
1,13.0,0,0,,blue,40.0,2,sigma,133.43043495568162
0,13.0,0,0,,pink,25.0,2,sigma,117.39162971112694
0,15.0458,0,0,,pink,41.0,2,gamma,50.041657574291634
0,10.5,0,0,,pink,25.0,2,sigma,125.00820115590231
0,13.0,0,0,fermat,pink,18.5,2,sigma,99.7775612091227
0,65.0,0,0,,pink,14.0,2,sigma,124.35452783057576
1,10.5,0,0,,blue,50.0,2,sigma,55.93685982986777
0,13.0,0,0,,pink,23.0,2,sigma,111.12092367761137
1,12.65,0,0,,blue,28.0,2,sigma,126.59434189893524
1,10.5,0,0,euler-112,blue,27.0,2,sigma,67.2468648917768
0,21.0,0,1,,pink,29.0,2,sigma,69.86946781942109
0,21.0,0,1,,blue,27.0,2,sigma,124.82864439716668
0,13.0,0,0,,pink,40.0,2,sigma,80.74805450712489
1,21.0,0,0,,blue,31.0,2,sigma,67.25791962471382
0,21.0,0,1,,pink,30.0,2,sigma,154.09182827029275
0,10.5,0,1,,pink,23.0,2,sigma,187.99891766239574
1,21.0,0,0,,blue,31.0,2,sigma,66.86771269240784
0,0.0,0,0,,pink,,2,sigma,153.49274452688508
1,15.75,0,0,,blue,12.0,2,sigma,172.835154087315
1,15.75,0,0,,blue,40.0,2,sigma,57.249902250487786
1,13.0,0,0,euler-112,blue,32.5,2,sigma,89.43086550908498
0,26.0,0,1,,pink,27.0,2,sigma,63.399455823898634
1,26.0,0,1,,blue,29.0,2,sigma,50.880908227598944
1,23.0,1,1,,pink,2.0,2,sigma,197.43584759624275
1,23.0,1,1,,blue,4.0,2,sigma,146.47299963414835
1,23.0,2,0,,blue,29.0,2,sigma,93.53071382617884
1,27.75,2,1,,blue,0.9167,2,sigma,32.03603801441845
1,27.75,2,1,,blue,5.0,2,sigma,66.58867077857826
0,27.75,2,1,,pink,36.0,2,sigma,88.62680528817276
1,27.75,2,1,,blue,33.0,2,sigma,128.95685578169173
0,10.5,0,0,,pink,66.0,2,sigma,52.87270323850883
0,12.875,0,0,,pink,,2,sigma,87.41187957224449
1,13.0,0,0,,pink,31.0,2,sigma,116.61578500239295
1,13.0,0,0,,pink,,2,sigma,117.0175504425419
1,13.5,0,0,,blue,26.0,2,sigma,151.5410292809505
0,13.0,0,0,,blue,24.0,2,sigma,36.0700969240524
0,7.55,0,0,,pink,42.0,3,sigma,109.54092600099028
0,20.25,2,0,,pink,13.0,3,sigma,92.93419789145833
0,20.25,1,1,,pink,16.0,3,sigma,10.982421051318767
1,20.25,1,1,,blue,35.0,3,sigma,175.4812624082303
1,7.65,0,0,,blue,16.0,3,sigma,62.56222577444323
1,7.65,0,0,fermat,pink,25.0,3,sigma,64.9146252454602
1,7.925,0,0,,pink,20.0,3,sigma,156.8276315234846
1,7.2292,0,0,,blue,18.0,3,gamma,145.25367287236233
0,7.25,0,0,,pink,30.0,3,sigma,108.89525204195701
0,8.05,0,0,,pink,26.0,3,sigma,45.747515419003726
0,9.475,0,1,,blue,40.0,3,sigma,36.16353599739776
1,9.35,1,0,,pink,0.8333,3,sigma,153.08977660401877
1,9.35,1,0,,blue,18.0,3,sigma,78.73478801341142
1,18.7875,0,0,,pink,26.0,3,gamma,36.29735144467967
0,7.8875,0,0,,pink,26.0,3,sigma,80.79185282612276
0,7.925,0,0,,pink,20.0,3,sigma,81.81052725651256
0,7.05,0,0,,pink,24.0,3,sigma,70.60465320772096
0,7.05,0,0,,pink,25.0,3,sigma,123.82756595734648
0,8.05,0,0,,pink,35.0,3,sigma,198.05957783097568
0,8.3,0,0,,pink,18.0,3,sigma,133.94325539769045
0,22.525,0,0,,pink,32.0,3,sigma,109.74402148869346
1,7.8542,0,1,,blue,19.0,3,sigma,87.07296605765524
0,31.275,2,4,,pink,4.0,3,sigma,99.16006748393615
0,31.275,2,4,,blue,6.0,3,sigma,74.61835898375512
0,31.275,2,4,,blue,2.0,3,sigma,-2.7733485858991003
1,7.925,2,4,,blue,17.0,3,sigma,91.51390759241406
0,7.775,2,4,,blue,38.0,3,sigma,75.06394401443791
0,31.275,2,4,,blue,9.0,3,sigma,69.39561831703428
0,31.275,2,4,,blue,11.0,3,sigma,148.27517595926832
0,31.275,5,1,,pink,39.0,3,sigma,98.3566853743823
1,7.7958,0,0,,pink,27.0,3,sigma,86.43271087855038
0,7.775,0,0,,pink,26.0,3,sigma,47.94062192956855
0,31.275,5,1,,blue,39.0,3,sigma,142.44760820994077
0,7.8542,0,0,,pink,20.0,3,sigma,60.55353706614226
0,7.8958,0,0,,pink,26.0,3,sigma,67.43019244748609
0,17.8,0,1,,pink,25.0,3,sigma,160.35110499035432
0,17.8,0,1,,blue,18.0,3,sigma,143.18818052436976
0,7.775,0,0,,pink,24.0,3,sigma,151.55486905832882
0,7.05,0,0,,pink,35.0,3,sigma,7.973728811230146
0,31.3875,2,4,,pink,5.0,3,sigma,123.28368450246718
0,31.3875,2,4,,pink,9.0,3,sigma,105.41737592615826
1,31.3875,2,4,,pink,3.0,3,sigma,185.9237248067558
0,31.3875,2,4,,pink,13.0,3,sigma,86.9416852064772
1,31.3875,2,4,,blue,5.0,3,sigma,133.3559631675418
0,31.3875,5,1,,pink,40.0,3,sigma,118.44865672374702
1,7.7958,0,0,,pink,23.0,3,sigma,89.19159873028723
1,31.3875,5,1,,blue,38.0,3,sigma,157.01936319817787
1,7.225,0,0,,blue,45.0,3,gamma,186.42521371235887
0,7.225,0,0,,pink,21.0,3,gamma,90.78092444783486
0,7.05,0,0,,pink,23.0,3,sigma,148.40867135843075
0,14.4583,0,0,,blue,17.0,3,gamma,123.96497876501748
0,7.225,0,0,,pink,30.0,3,gamma,6.501979154228238
0,7.8542,0,0,,pink,23.0,3,sigma,133.95948298598148
1,7.2292,0,0,,blue,13.0,3,gamma,53.88324806861338
0,7.225,0,0,,pink,20.0,3,gamma,71.59992224372863
0,15.85,0,1,,pink,32.0,3,sigma,87.17824182057852
1,15.85,0,3,,blue,33.0,3,sigma,201.27740677499102
1,19.2583,1,2,,blue,0.75,3,gamma,132.33798856953425
1,19.2583,1,2,,blue,0.75,3,gamma,109.02362403580943
1,19.2583,1,2,,blue,5.0,3,gamma,71.86694468908797
1,19.2583,3,0,,blue,24.0,3,gamma,189.37482978770447
1,8.05,0,0,,blue,18.0,3,sigma,166.681799245943
0,7.225,0,0,,pink,40.0,3,gamma,33.62293007114965
0,7.8958,0,0,,pink,26.0,3,sigma,86.63678996808247
1,7.2292,0,0,,pink,20.0,3,gamma,223.66749933456242
0,14.4542,1,0,,blue,18.0,3,gamma,47.29650576947466
0,14.4542,1,0,,blue,45.0,3,gamma,90.44620958884532
0,7.8792,0,0,,blue,27.0,3,qoph,123.2296037508567
0,8.05,0,0,,pink,22.0,3,sigma,62.67278127669796
0,8.05,0,0,,pink,19.0,3,sigma,29.06888820214884
0,7.775,0,0,,pink,26.0,3,sigma,106.4703549902471
0,9.35,0,0,,pink,22.0,3,sigma,46.34005972247813
0,7.2292,0,0,,pink,,3,gamma,144.059141564949
0,4.0125,0,0,,pink,20.0,3,gamma,189.52024126921705
1,56.4958,0,0,,pink,32.0,3,sigma,108.6768129058175
0,7.775,0,0,,pink,21.0,3,sigma,171.96566306872543
0,7.75,0,0,,pink,18.0,3,sigma,117.32152229558032
0,7.8958,0,0,,pink,26.0,3,sigma,97.04041765777716
0,15.2458,1,1,,pink,6.0,3,gamma,107.70832055903786
0,15.2458,1,1,,blue,9.0,3,gamma,90.82145773870818
0,7.225,0,0,,pink,,3,gamma,80.9460451866742
0,15.2458,2,0,,blue,,3,gamma,93.71097904032456
0,7.75,2,0,,blue,,3,qoph,152.6694404966682
0,15.5,1,1,,pink,40.0,3,qoph,108.85682569204383
0,15.5,1,1,,blue,32.0,3,qoph,172.90295129889893
0,16.1,0,0,,pink,21.0,3,sigma,-25.1639555836648
1,7.725,0,0,,blue,22.0,3,qoph,15.090196422896895
0,7.8542,0,0,,blue,20.0,3,sigma,153.91104397052408
0,7.0458,0,1,,pink,29.0,3,sigma,94.1809572568301
0,7.25,0,1,,pink,22.0,3,sigma,149.1973526454618
0,7.7958,0,0,,pink,22.0,3,sigma,13.589731861554242
0,8.05,0,0,,pink,35.0,3,sigma,92.07715008543734
0,7.2833,0,0,,blue,18.5,3,qoph,38.63462538544358
1,7.8208,0,0,,pink,21.0,3,qoph,67.31846898548756
0,6.75,0,0,,pink,19.0,3,qoph,56.23259523848695
0,7.8792,0,0,,blue,18.0,3,qoph,112.2566394203971
0,8.6625,0,0,,blue,21.0,3,sigma,43.48239656958216
0,8.6625,0,0,,blue,30.0,3,sigma,119.68012019563034
0,8.6625,0,0,,pink,18.0,3,sigma,135.65881027752903
0,8.6625,0,0,,pink,38.0,3,sigma,154.2044695311276
0,8.6625,0,0,,pink,17.0,3,sigma,62.63147279320237
0,8.6625,0,0,,pink,17.0,3,sigma,138.9035593700154
0,7.75,0,0,,blue,21.0,3,qoph,99.5319048509718
0,7.75,0,0,,pink,21.0,3,qoph,71.5569975080998
0,8.05,0,0,,pink,21.0,3,sigma,132.91631108725426
0,14.4583,0,1,,pink,,3,gamma,153.18857897090862
0,14.4583,0,1,,blue,,3,gamma,175.85928409861367
0,7.7958,0,0,,pink,28.0,3,sigma,45.83751107231606
0,7.8542,0,0,,pink,24.0,3,sigma,51.48907054470206
1,7.75,0,0,,blue,16.0,3,qoph,57.814510178124785
0,7.75,0,0,,blue,37.0,3,qoph,88.51373821368328
0,7.25,0,0,,pink,28.0,3,sigma,65.54812850745316
0,8.05,0,0,,pink,24.0,3,sigma,63.60684369697732
0,7.7333,0,0,,pink,21.0,3,qoph,137.07239714325965
1,56.4958,0,0,,pink,32.0,3,sigma,53.77797916698482
0,8.05,0,0,,pink,29.0,3,sigma,62.71759487095486
0,14.4542,0,1,,pink,26.0,3,gamma,75.52448153274337
0,14.4542,0,1,,pink,18.0,3,gamma,99.89162781165587
0,7.05,0,0,,pink,20.0,3,sigma,100.72121840266276
1,8.05,0,0,,pink,18.0,3,sigma,183.17662700196763
0,7.25,0,0,,pink,24.0,3,qoph,39.73421168621606
0,7.4958,0,0,,pink,36.0,3,sigma,104.67008692346913
0,7.4958,0,0,,pink,24.0,3,sigma,152.76591195995485
0,7.7333,0,0,,pink,31.0,3,qoph,120.93872830309684
0,7.75,0,0,,pink,31.0,3,qoph,125.8879051446294
1,7.75,0,0,,blue,22.0,3,qoph,57.93797821646158
0,7.6292,0,0,,blue,30.0,3,qoph,163.725113576106
0,7.75,0,0,,pink,70.5,3,qoph,62.19430973577097
0,8.05,0,0,,pink,43.0,3,sigma,112.6664569895445
0,7.8958,0,0,,pink,35.0,3,sigma,95.10037950823175
0,7.8958,0,0,,pink,27.0,3,sigma,-10.561903253099516
0,7.8958,0,0,,pink,19.0,3,sigma,83.56750491816327
0,8.05,0,0,,pink,30.0,3,sigma,26.703833277007377
1,15.9,1,1,,pink,9.0,3,sigma,133.70669765213398
1,15.9,1,1,,pink,3.0,3,sigma,53.08631430900686
1,15.9,2,0,,blue,36.0,3,sigma,75.26902074543094
0,7.25,0,0,,pink,59.0,3,sigma,51.623780344326256
0,8.1583,0,0,,pink,19.0,3,sigma,172.72249183989868
1,16.1,1,0,,blue,17.0,3,sigma,158.42679134622063
0,16.1,1,0,,pink,44.0,3,sigma,93.8177708262663
0,8.6625,0,0,,pink,17.0,3,sigma,24.46754915022059
0,7.225,0,0,,pink,22.5,3,gamma,85.84045507503339
1,8.05,0,0,,pink,45.0,3,sigma,172.20367214709557
0,10.5167,0,0,,blue,22.0,3,sigma,92.11770173212072
0,10.1708,0,0,,pink,19.0,3,sigma,35.70977930951938
1,6.95,0,0,,blue,30.0,3,qoph,110.00133631200555
1,7.75,0,0,,pink,29.0,3,qoph,143.68840386014784
0,14.4,2,0,,pink,0.3333,3,sigma,152.63969781660816
0,14.4,1,1,,pink,34.0,3,sigma,114.42075772122077
0,14.4,1,1,,blue,28.0,3,sigma,185.00127383554104
0,7.8958,0,0,,pink,27.0,3,sigma,92.88010361849099
0,7.8958,0,0,,pink,25.0,3,sigma,-20.684545883488894
0,24.15,0,2,,pink,24.0,3,sigma,-32.92284689801116
0,8.05,0,0,,pink,22.0,3,sigma,148.0266184809222
0,24.15,0,2,,pink,21.0,3,sigma,71.318358792483
0,8.05,0,2,,pink,17.0,3,sigma,31.087176852251645
0,16.1,0,1,,pink,,3,sigma,125.5242355995697
1,16.1,0,1,,blue,,3,sigma,164.9299644653325
1,17.4,0,1,,pink,36.5,3,sigma,16.06916436061144
1,17.4,0,1,,blue,36.0,3,sigma,55.05068030961534
1,9.5,0,0,,pink,30.0,3,sigma,77.63737069598199
0,9.5,0,0,,pink,16.0,3,sigma,116.69459873051495
1,20.575,2,1,,pink,1.0,3,sigma,135.17505317223242
1,20.575,2,1,,blue,0.1667,3,sigma,181.90979560128648
0,20.575,2,1,,pink,26.0,3,sigma,92.92968764704091
1,20.575,2,1,,blue,33.0,3,sigma,143.97505802361357
0,7.8958,0,0,,pink,25.0,3,sigma,129.8041697846137
0,7.8958,0,0,,pink,,3,sigma,122.05483366849941
0,7.8958,0,0,,pink,,3,sigma,57.67758054450981
0,7.25,0,0,,pink,22.0,3,sigma,100.33492227429687
0,7.25,0,0,,pink,36.0,3,sigma,70.30089419252988
1,7.8792,0,0,,blue,19.0,3,qoph,105.17604002090958
0,7.8958,0,0,,pink,17.0,3,sigma,123.98530341696092
0,8.6625,0,0,,pink,42.0,3,sigma,127.91202665445353
0,7.8958,0,0,,pink,43.0,3,sigma,69.8085837995046
0,7.2292,0,0,,pink,,3,gamma,130.52792302910905
0,7.75,0,0,,pink,32.0,3,qoph,151.1393698165296
1,8.05,0,0,,pink,19.0,3,sigma,74.50088634714871
1,12.475,0,0,,blue,30.0,3,sigma,90.34867074994236
0,7.75,0,0,,blue,24.0,3,qoph,3.360391993544326
1,8.05,0,0,,blue,23.0,3,sigma,130.87608488651233
0,7.8958,0,0,,pink,33.0,3,gamma,135.0369468102256
0,7.75,0,0,,pink,65.0,3,qoph,154.11821753055614
1,7.55,0,0,,pink,24.0,3,sigma,112.98881843694363
0,13.9,0,1,,pink,23.0,3,sigma,91.6575706959554
1,13.9,0,1,,blue,22.0,3,sigma,69.47167981627288
0,7.775,0,0,,pink,18.0,3,sigma,64.64395163016528
0,7.775,0,0,,pink,16.0,3,sigma,47.93208297255006
0,6.975,0,0,,pink,45.0,3,sigma,134.2932428657761
0,7.225,0,0,,pink,,3,gamma,136.68357287189315
0,7.2292,2,0,,pink,39.0,3,gamma,101.78643900080836
0,7.2292,1,1,,pink,17.0,3,gamma,241.8704968360027
0,7.2292,1,1,,pink,15.0,3,gamma,161.42348344366303
0,7.25,0,0,,pink,47.0,3,sigma,87.20251453529157
1,12.475,0,0,,blue,5.0,3,sigma,88.49930625342441
0,7.225,0,0,,pink,,3,gamma,83.97878766444326
0,15.1,0,0,,pink,40.5,3,sigma,88.41570466213116
0,7.75,0,0,,pink,40.5,3,qoph,32.905020312491615
1,7.05,0,0,,pink,,3,sigma,129.34271230323267
0,7.7958,0,0,,pink,18.0,3,sigma,162.32402788389197
0,7.75,0,0,,blue,,3,qoph,85.0930800095708
0,7.75,0,0,,pink,,3,qoph,104.69813690638152
0,6.95,0,0,,pink,,3,qoph,72.43157074156082
0,7.8792,0,0,,pink,26.0,3,qoph,92.48747816292568
0,7.75,0,0,,pink,,3,qoph,102.71022620215656
1,56.4958,0,0,,pink,,3,sigma,174.34518987669915
0,34.375,2,2,,blue,21.0,3,sigma,23.63425734142936
0,34.375,2,2,,blue,9.0,3,sigma,153.91078457812185
0,8.05,0,0,,pink,,3,sigma,91.83764659361626
0,34.375,2,2,,pink,18.0,3,sigma,175.30035183495937
0,34.375,3,1,,pink,16.0,3,sigma,64.04549668330102
0,34.375,3,1,,blue,48.0,3,sigma,153.20229292387398
0,7.75,0,0,,pink,,3,qoph,140.31883615247534
0,7.25,0,0,,pink,,3,sigma,104.36769215442925
0,7.7417,0,0,,pink,25.0,3,qoph,47.327547789742596
0,14.5,0,0,,pink,,3,sigma,48.96387914677639
0,7.8958,0,0,,pink,,3,gamma,107.8624347991665
0,8.05,0,0,,pink,22.0,3,sigma,134.47509499949948
1,7.7333,0,0,,blue,16.0,3,qoph,191.50965679154086
1,7.75,0,0,,blue,,3,qoph,-13.492944382916463
1,20.525,2,0,,pink,9.0,3,sigma,97.87657061597928
0,20.525,1,1,,pink,33.0,3,sigma,238.63542472686703
0,7.85,0,0,,pink,41.0,3,sigma,41.06788622062202
1,20.525,1,1,,blue,31.0,3,sigma,173.06564433854697
0,7.05,0,0,,pink,38.0,3,sigma,147.4203489869406
0,46.9,2,5,,pink,9.0,3,sigma,100.2435028127593
